date,colore_num,colore_num_round
2020-11-06,1.0,1.0
2020-11-07,1.0,1.0
2020-11-08,1.0,1.0
2020-11-09,1.0,1.0
2020-11-10,1.089742399200867,1.0
2020-11-11,1.089742399200867,1.0
2020-11-12,1.089742399200867,1.0
2020-11-13,1.089742399200867,1.0
2020-11-14,1.089742399200867,1.0
2020-11-15,1.5782030053282994,2.0
2020-11-16,1.5782030053282994,2.0
2020-11-17,1.5782030053282994,2.0
2020-11-18,1.5782030053282994,2.0
2020-11-19,1.5782030053282994,2.0
2020-11-20,1.5782030053282994,2.0
2020-11-21,1.5782030053282994,2.0
2020-11-22,1.5782030053282994,2.0
2020-11-23,1.5782030053282994,2.0
2020-11-24,1.5782030053282994,2.0
2020-11-25,1.5782030053282994,2.0
2020-11-26,1.5782030053282994,2.0
2020-11-27,1.5782030053282994,2.0
2020-11-28,1.5782030053282994,2.0
2020-11-29,1.5782030053282994,2.0
2020-11-30,1.5782030053282994,2.0
2020-12-01,1.5782030053282994,2.0
2020-12-02,1.5782030053282994,2.0
2020-12-03,1.5782030053282994,2.0
2020-12-04,1.5782030053282994,2.0
2020-12-05,1.5782030053282994,2.0
2020-12-06,1.0448711996004336,1.0
2020-12-07,1.0448711996004336,1.0
2020-12-08,1.0448711996004336,1.0
2020-12-09,1.0448711996004336,1.0
2020-12-10,1.0448711996004336,1.0
2020-12-11,1.0448711996004336,1.0
2020-12-12,1.0448711996004336,1.0
2020-12-13,1.0448711996004336,1.0
2020-12-14,1.0448711996004336,1.0
2020-12-15,1.0448711996004336,1.0
2020-12-16,1.0448711996004336,1.0
2020-12-17,1.0448711996004336,1.0
2020-12-18,1.0448711996004336,1.0
2020-12-19,1.0448711996004336,1.0
2020-12-20,1.0,1.0
2020-12-21,1.0,1.0
2020-12-22,1.0,1.0
2020-12-23,1.0,1.0
2020-12-24,3.0,3.0
2020-12-25,3.0,3.0
2020-12-26,3.0,3.0
2020-12-27,3.0,3.0
2020-12-28,2.0,2.0
2020-12-29,2.0,2.0
2020-12-30,2.0,2.0
2020-12-31,3.0,3.0
2021-01-01,3.0,3.0
2021-01-02,3.0,3.0
2021-01-03,3.0,3.0
2021-01-04,2.0,2.0
2021-01-05,3.0,3.0
2021-01-06,3.0,3.0
2021-01-07,1.0,1.0
2021-01-08,1.0,1.0
2021-01-09,2.0,2.0
2021-01-10,2.0,2.0
2021-01-11,1.8048573029849813,2.0
2021-01-12,1.8048573029849813,2.0
2021-01-13,1.8048573029849813,2.0
2021-01-14,1.8048573029849813,2.0
2021-01-15,1.8048573029849813,2.0
2021-01-16,1.8048573029849813,2.0
2021-01-17,1.9985069666562203,2.0
2021-01-18,1.9985069666562203,2.0
2021-01-19,1.9985069666562203,2.0
2021-01-20,1.9985069666562203,2.0
2021-01-21,1.9985069666562203,2.0
2021-01-22,1.9985069666562203,2.0
2021-01-23,1.9985069666562203,2.0
2021-01-24,1.9985069666562203,2.0
2021-01-25,1.9985069666562203,2.0
2021-01-26,1.9985069666562203,2.0
2021-01-27,1.9985069666562203,2.0
2021-01-28,1.9985069666562203,2.0
2021-01-29,1.9985069666562203,2.0
2021-01-30,1.9985069666562203,2.0
2021-01-31,1.9985069666562203,2.0
2021-02-01,1.0448711996004336,1.0
2021-02-02,1.0448711996004336,1.0
2021-02-03,1.0448711996004336,1.0
2021-02-04,1.0448711996004336,1.0
2021-02-05,1.0448711996004336,1.0
2021-02-06,1.0448711996004336,1.0
2021-02-07,1.0448711996004336,1.0
2021-02-08,1.0448711996004336,1.0
2021-02-09,1.0448711996004336,1.0
2021-02-10,1.0448711996004336,1.0
2021-02-11,1.0448711996004336,1.0
2021-02-12,1.0448711996004336,1.0
2021-02-13,1.0448711996004336,1.0
2021-02-14,1.0912354325446467,1.0
2021-02-15,1.0912354325446467,1.0
2021-02-16,1.0912354325446467,1.0
2021-02-17,1.0912354325446467,1.0
2021-02-18,1.0912354325446467,1.0
2021-02-19,1.0912354325446467,1.0
2021-02-20,1.0912354325446467,1.0
2021-02-21,1.475788774201707,1.0
2021-02-22,1.475788774201707,1.0
2021-02-23,1.475788774201707,1.0
2021-02-24,1.475788774201707,1.0
2021-02-25,1.475788774201707,1.0
2021-02-26,1.475788774201707,1.0
2021-02-27,1.475788774201707,1.0
2021-02-28,1.475788774201707,1.0
2021-03-01,1.475788774201707,1.0
2021-03-02,1.475788774201707,1.0
2021-03-03,1.475788774201707,1.0
2021-03-04,1.475788774201707,1.0
2021-03-05,1.475788774201707,1.0
2021-03-06,1.475788774201707,1.0
2021-03-07,1.475788774201707,1.0
2021-03-08,2.0,2.0
2021-03-09,2.0,2.0
2021-03-10,2.0,2.0
2021-03-11,2.0,2.0
2021-03-12,2.0,2.0
2021-03-13,2.0,2.0
2021-03-14,2.0,2.0
2021-03-15,2.9551288003995664,3.0
2021-03-16,2.9551288003995664,3.0
2021-03-17,2.9551288003995664,3.0
2021-03-18,2.9551288003995664,3.0
2021-03-19,2.9551288003995664,3.0
2021-03-20,2.9551288003995664,3.0
2021-03-21,2.9551288003995664,3.0
2021-03-22,2.9551288003995664,3.0
2021-03-23,2.9551288003995664,3.0
2021-03-24,2.9551288003995664,3.0
2021-03-25,2.9551288003995664,3.0
2021-03-26,2.9551288003995664,3.0
2021-03-27,2.9551288003995664,3.0
2021-03-28,2.9551288003995664,3.0
2021-03-29,2.9551288003995664,3.0
2021-03-30,2.9551288003995664,3.0
2021-03-31,2.9551288003995664,3.0
2021-04-01,2.9551288003995664,3.0
2021-04-02,2.9551288003995664,3.0
2021-04-03,3.0,3.0
2021-04-04,3.0,3.0
2021-04-05,3.0,3.0
2021-04-06,2.9551288003995664,3.0
2021-04-07,2.488460606127432,2.0
2021-04-08,2.488460606127432,2.0
2021-04-09,2.488460606127432,2.0
2021-04-10,2.488460606127432,2.0
2021-04-11,2.488460606127432,2.0
2021-04-12,2.0,2.0
2021-04-13,2.0,2.0
2021-04-14,2.0,2.0
2021-04-15,2.0,2.0
2021-04-16,2.0,2.0
2021-04-17,2.0,2.0
2021-04-18,2.0,2.0
2021-04-19,2.0,2.0
2021-04-20,2.0,2.0
2021-04-21,2.0,2.0
2021-04-22,2.0,2.0
2021-04-23,2.0,2.0
2021-04-24,2.0,2.0
2021-04-25,2.0,2.0
2021-04-26,1.0,1.0
2021-04-27,1.0,1.0
2021-04-28,1.0,1.0
2021-04-29,1.0,1.0
2021-04-30,1.0,1.0
2021-05-01,1.0,1.0
2021-05-02,1.0,1.0
2021-05-03,1.0,1.0
2021-05-04,1.0,1.0
2021-05-05,1.0,1.0
2021-05-06,1.0,1.0
2021-05-07,1.0,1.0
2021-05-08,1.0,1.0
2021-05-09,1.0,1.0
2021-05-10,1.0,1.0
2021-05-11,1.0,1.0
2021-05-12,1.0,1.0
2021-05-13,1.0,1.0
2021-05-14,1.0,1.0
2021-05-15,1.0,1.0
2021-05-16,1.0,1.0
2021-05-17,1.0,1.0
2021-05-18,1.0,1.0
2021-05-19,1.0,1.0
2021-05-20,1.0,1.0
2021-05-21,1.0,1.0
2021-05-22,1.0,1.0
2021-05-23,1.0,1.0
2021-05-24,1.0,1.0
2021-05-25,1.0,1.0
2021-05-26,1.0,1.0
2021-05-27,1.0,1.0
2021-05-28,1.0,1.0
2021-05-29,1.0,1.0
2021-05-30,1.0,1.0
2021-05-31,0.896092735529628,1.0
2021-06-01,0.896092735529628,1.0
2021-06-02,0.896092735529628,1.0
2021-06-03,0.896092735529628,1.0
2021-06-04,0.896092735529628,1.0
2021-06-05,0.896092735529628,1.0
2021-06-06,0.896092735529628,1.0
2021-06-07,0.47578877420170695,0.0
2021-06-08,0.47578877420170695,0.0
2021-06-09,0.47578877420170695,0.0
2021-06-10,0.47578877420170695,0.0
2021-06-11,0.47578877420170695,0.0
2021-06-12,0.47578877420170695,0.0
2021-06-13,0.47578877420170695,0.0
2021-06-14,0.044871199600433544,0.0
2021-06-15,0.044871199600433544,0.0
2021-06-16,0.044871199600433544,0.0
2021-06-17,0.044871199600433544,0.0
2021-06-18,0.044871199600433544,0.0
2021-06-19,0.044871199600433544,0.0
2021-06-20,0.044871199600433544,0.0
2021-06-21,0.0,0.0
2021-06-22,0.0,0.0
2021-06-23,0.0,0.0
2021-06-24,0.0,0.0
2021-06-25,0.0,0.0
2021-06-26,0.0,0.0
2021-06-27,0.0,0.0
2021-06-28,0.0,0.0
2021-06-29,0.0,0.0
2021-06-30,0.0,0.0
2021-07-01,0.0,0.0
2021-07-02,0.0,0.0
2021-07-03,0.0,0.0
2021-07-04,0.0,0.0
2021-07-05,0.0,0.0
2021-07-06,0.0,0.0
2021-07-07,0.0,0.0
2021-07-08,0.0,0.0
2021-07-09,0.0,0.0
2021-07-10,0.0,0.0
2021-07-11,0.0,0.0
2021-07-12,0.0,0.0
2021-07-13,0.0,0.0
2021-07-14,0.0,0.0
2021-07-15,0.0,0.0
